[ 2025-01-16 11:11:16,321] 13 root -INFO - data ingestion started 
[ 2025-01-16 11:11:43,210] 58 root -INFO - performed train and test split on the dataframe 
[ 2025-01-16 11:11:43,258] 19 root -INFO - data ingestion completed 
[ 2025-01-16 11:11:43,258] 20 root -INFO - data validation started 
[ 2025-01-16 11:11:43,462] 26 root -INFO - data validation completed 
[ 2025-01-16 11:11:43,462] 27 root -INFO - Data transformation started 
[ 2025-01-16 11:11:43,462] 46 root -INFO - Entered initate data transformation 
[ 2025-01-16 11:11:43,462] 48 root -INFO - starting data transformation 
[ 2025-01-16 11:11:43,519] 58 root -INFO - getting to data transformation object 
