[ 2025-01-17 06:47:28,589] 14 root -INFO - Data Ingestion started 
[ 2025-01-17 06:47:39,004] 59 root -INFO - performed train and test split on the dataframe 
[ 2025-01-17 06:47:39,053] 20 root -INFO - Data Ingestion completed 
[ 2025-01-17 06:47:39,053] 21 root -INFO - Data Validation started 
[ 2025-01-17 06:47:39,232] 27 root -INFO - Data Validation completed 
[ 2025-01-17 06:47:39,232] 28 root -INFO - Data Transformation started 
[ 2025-01-17 06:47:39,232] 48 root -INFO - Entered initate data transformation 
[ 2025-01-17 06:47:39,233] 50 root -INFO - starting data transformation 
[ 2025-01-17 06:47:39,284] 60 root -INFO - getting to data transformation object 
[ 2025-01-17 06:47:39,302] 34 root -INFO - Data Transformation completed 
[ 2025-01-17 06:47:39,302] 36 root -INFO - Model Trainer Pipeline started 
[ 2025-01-17 06:50:27,097] 41 root -INFO - Model Trainer PipeLine Completed 
