[ 2025-01-17 05:16:33,200] 14 root -INFO - Data Ingestion started 
[ 2025-01-17 05:16:41,416] 59 root -INFO - performed train and test split on the dataframe 
[ 2025-01-17 05:16:41,469] 20 root -INFO - Data Ingestion completed 
[ 2025-01-17 05:16:41,469] 21 root -INFO - Data Validation started 
[ 2025-01-17 05:16:41,709] 27 root -INFO - Data Validation completed 
[ 2025-01-17 05:16:41,711] 28 root -INFO - Data Transformation started 
[ 2025-01-17 05:16:41,711] 48 root -INFO - Entered initate data transformation 
[ 2025-01-17 05:16:41,711] 50 root -INFO - starting data transformation 
[ 2025-01-17 05:16:41,761] 60 root -INFO - getting to data transformation object 
[ 2025-01-17 05:16:41,778] 34 root -INFO - Data Transformation completed 
[ 2025-01-17 05:16:41,778] 36 root -INFO - Model Trainer Pipeline started 
