[ 2025-01-17 06:34:49,255] 14 root -INFO - Data Ingestion started 
[ 2025-01-17 06:34:57,676] 59 root -INFO - performed train and test split on the dataframe 
[ 2025-01-17 06:34:57,735] 20 root -INFO - Data Ingestion completed 
[ 2025-01-17 06:34:57,735] 21 root -INFO - Data Validation started 
[ 2025-01-17 06:34:58,051] 27 root -INFO - Data Validation completed 
[ 2025-01-17 06:34:58,051] 28 root -INFO - Data Transformation started 
[ 2025-01-17 06:34:58,051] 48 root -INFO - Entered initate data transformation 
[ 2025-01-17 06:34:58,051] 50 root -INFO - starting data transformation 
[ 2025-01-17 06:34:58,137] 60 root -INFO - getting to data transformation object 
[ 2025-01-17 06:34:58,167] 34 root -INFO - Data Transformation completed 
[ 2025-01-17 06:34:58,167] 36 root -INFO - Model Trainer Pipeline started 
