[ 2025-01-17 06:54:09,045] 14 root -INFO - Data Ingestion started 
[ 2025-01-17 06:54:18,937] 59 root -INFO - performed train and test split on the dataframe 
[ 2025-01-17 06:54:18,993] 20 root -INFO - Data Ingestion completed 
[ 2025-01-17 06:54:18,993] 21 root -INFO - Data Validation started 
[ 2025-01-17 06:54:19,192] 27 root -INFO - Data Validation completed 
[ 2025-01-17 06:54:19,192] 28 root -INFO - Data Transformation started 
[ 2025-01-17 06:54:19,192] 48 root -INFO - Entered initate data transformation 
[ 2025-01-17 06:54:19,192] 50 root -INFO - starting data transformation 
[ 2025-01-17 06:54:19,256] 60 root -INFO - getting to data transformation object 
[ 2025-01-17 06:54:19,272] 34 root -INFO - Data Transformation completed 
[ 2025-01-17 06:54:19,272] 36 root -INFO - Model Trainer Pipeline started 
[ 2025-01-17 06:56:39,594] 41 root -INFO - Model Trainer PipeLine Completed 
